,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,pais
19,60,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 5}, {'layer': '900mb', 'rh': 4}, {'layer': '850mb', 'rh': 2}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 5}, {'layer': '450mb', 'rh': 7}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 13}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 4}, {'layer': '200mb', 'rh': 11}]","[{'layer': '950mb', 'direction': 135, 'speed': 2}, {'layer': '900mb', 'direction': 160, 'speed': 3}, {'layer': '850mb', 'direction': 175, 'speed': 3}, {'layer': '800mb', 'direction': 190, 'speed': 4}, {'layer': '750mb', 'direction': 205, 'speed': 4}, {'layer': '700mb', 'direction': 225, 'speed': 4}, {'layer': '650mb', 'direction': 230, 'speed': 4}, {'layer': '600mb', 'direction': 250, 'speed': 4}, {'layer': '550mb', 'direction': 265, 'speed': 5}, {'layer': '500mb', 'direction': 280, 'speed': 4}, {'layer': '450mb', 'direction': 250, 'speed': 3}, {'layer': '400mb', 'direction': 240, 'speed': 4}, {'layer': '350mb', 'direction': 245, 'speed': 5}, {'layer': '300mb', 'direction': 250, 'speed': 5}, {'layer': '250mb', 'direction': 250, 'speed': 4}, {'layer': '200mb', 'direction': 250, 'speed': 5}]",22,-1,4,1022,none,0,0,115,2,Australia
20,63,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 5}, {'layer': '900mb', 'rh': 3}, {'layer': '850mb', 'rh': 2}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 4}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 5}, {'layer': '450mb', 'rh': 8}, {'layer': '400mb', 'rh': 10}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 5}, {'layer': '200mb', 'rh': 11}]","[{'layer': '950mb', 'direction': 130, 'speed': 3}, {'layer': '900mb', 'direction': 155, 'speed': 3}, {'layer': '850mb', 'direction': 170, 'speed': 3}, {'layer': '800mb', 'direction': 185, 'speed': 4}, {'layer': '750mb', 'direction': 210, 'speed': 4}, {'layer': '700mb', 'direction': 225, 'speed': 4}, {'layer': '650mb', 'direction': 235, 'speed': 4}, {'layer': '600mb', 'direction': 240, 'speed': 4}, {'layer': '550mb', 'direction': 260, 'speed': 4}, {'layer': '500mb', 'direction': 260, 'speed': 3}, {'layer': '450mb', 'direction': 245, 'speed': 4}, {'layer': '400mb', 'direction': 250, 'speed': 5}, {'layer': '350mb', 'direction': 250, 'speed': 5}, {'layer': '300mb', 'direction': 255, 'speed': 4}, {'layer': '250mb', 'direction': 255, 'speed': 4}, {'layer': '200mb', 'direction': 245, 'speed': 4}]",22,2,4,1021,none,0,0,105,2,Australia
21,66,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 3}, {'layer': '850mb', 'rh': 2}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 10}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 2}, {'layer': '250mb', 'rh': 8}, {'layer': '200mb', 'rh': 10}]","[{'layer': '950mb', 'direction': 140, 'speed': 2}, {'layer': '900mb', 'direction': 155, 'speed': 3}, {'layer': '850mb', 'direction': 170, 'speed': 4}, {'layer': '800mb', 'direction': 185, 'speed': 4}, {'layer': '750mb', 'direction': 205, 'speed': 4}, {'layer': '700mb', 'direction': 235, 'speed': 4}, {'layer': '650mb', 'direction': 230, 'speed': 3}, {'layer': '600mb', 'direction': 250, 'speed': 4}, {'layer': '550mb', 'direction': 255, 'speed': 4}, {'layer': '500mb', 'direction': 250, 'speed': 4}, {'layer': '450mb', 'direction': 250, 'speed': 4}, {'layer': '400mb', 'direction': 260, 'speed': 5}, {'layer': '350mb', 'direction': 265, 'speed': 5}, {'layer': '300mb', 'direction': 265, 'speed': 4}, {'layer': '250mb', 'direction': 260, 'speed': 3}, {'layer': '200mb', 'direction': 255, 'speed': 4}]",23,2,4,1022,none,0,0,105,2,Australia
22,69,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 2}, {'layer': '850mb', 'rh': 1}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 8}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': 6}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': 7}, {'layer': '200mb', 'rh': 9}]","[{'layer': '950mb', 'direction': 145, 'speed': 2}, {'layer': '900mb', 'direction': 160, 'speed': 3}, {'layer': '850mb', 'direction': 170, 'speed': 4}, {'layer': '800mb', 'direction': 180, 'speed': 5}, {'layer': '750mb', 'direction': 215, 'speed': 4}, {'layer': '700mb', 'direction': 250, 'speed': 3}, {'layer': '650mb', 'direction': 260, 'speed': 3}, {'layer': '600mb', 'direction': 260, 'speed': 3}, {'layer': '550mb', 'direction': 255, 'speed': 3}, {'layer': '500mb', 'direction': 250, 'speed': 4}, {'layer': '450mb', 'direction': 255, 'speed': 4}, {'layer': '400mb', 'direction': 265, 'speed': 4}, {'layer': '350mb', 'direction': 275, 'speed': 4}, {'layer': '300mb', 'direction': 280, 'speed': 3}, {'layer': '250mb', 'direction': 295, 'speed': 4}, {'layer': '200mb', 'direction': 290, 'speed': 5}]",23,2,5,1023,none,0,0,70,2,Australia
23,72,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 10}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': 3}, {'layer': '250mb', 'rh': 10}, {'layer': '200mb', 'rh': 11}]","[{'layer': '950mb', 'direction': 85, 'speed': 2}, {'layer': '900mb', 'direction': 155, 'speed': 3}, {'layer': '850mb', 'direction': 165, 'speed': 4}, {'layer': '800mb', 'direction': 185, 'speed': 4}, {'layer': '750mb', 'direction': 220, 'speed': 3}, {'layer': '700mb', 'direction': 220, 'speed': 3}, {'layer': '650mb', 'direction': 225, 'speed': 3}, {'layer': '600mb', 'direction': 225, 'speed': 3}, {'layer': '550mb', 'direction': 230, 'speed': 4}, {'layer': '500mb', 'direction': 240, 'speed': 4}, {'layer': '450mb', 'direction': 255, 'speed': 4}, {'layer': '400mb', 'direction': 270, 'speed': 4}, {'layer': '350mb', 'direction': 275, 'speed': 4}, {'layer': '300mb', 'direction': 305, 'speed': 3}, {'layer': '250mb', 'direction': 320, 'speed': 5}, {'layer': '200mb', 'direction': 300, 'speed': 5}]",22,-1,7,1023,none,0,0,45,2,Australia
24,75,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 4}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 5}, {'layer': '350mb', 'rh': 9}, {'layer': '300mb', 'rh': 7}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': 115, 'speed': 2}, {'layer': '900mb', 'direction': 170, 'speed': 3}, {'layer': '850mb', 'direction': 170, 'speed': 4}, {'layer': '800mb', 'direction': 185, 'speed': 5}, {'layer': '750mb', 'direction': 220, 'speed': 4}, {'layer': '700mb', 'direction': 225, 'speed': 3}, {'layer': '650mb', 'direction': 235, 'speed': 3}, {'layer': '600mb', 'direction': 235, 'speed': 3}, {'layer': '550mb', 'direction': 235, 'speed': 4}, {'layer': '500mb', 'direction': 265, 'speed': 4}, {'layer': '450mb', 'direction': 270, 'speed': 4}, {'layer': '400mb', 'direction': 280, 'speed': 4}, {'layer': '350mb', 'direction': 275, 'speed': 4}, {'layer': '300mb', 'direction': 305, 'speed': 3}, {'layer': '250mb', 'direction': 280, 'speed': 3}, {'layer': '200mb', 'direction': 305, 'speed': 5}]",22,2,8,1023,none,0,0,35,2,Australia
25,78,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 5}, {'layer': '550mb', 'rh': 3}, {'layer': '500mb', 'rh': 6}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 7}, {'layer': '350mb', 'rh': 9}, {'layer': '300mb', 'rh': 12}, {'layer': '250mb', 'rh': 13}, {'layer': '200mb', 'rh': 13}]","[{'layer': '950mb', 'direction': 105, 'speed': 2}, {'layer': '900mb', 'direction': 160, 'speed': 3}, {'layer': '850mb', 'direction': 170, 'speed': 4}, {'layer': '800mb', 'direction': 190, 'speed': 5}, {'layer': '750mb', 'direction': 220, 'speed': 4}, {'layer': '700mb', 'direction': 245, 'speed': 3}, {'layer': '650mb', 'direction': 245, 'speed': 3}, {'layer': '600mb', 'direction': 240, 'speed': 3}, {'layer': '550mb', 'direction': 285, 'speed': 3}, {'layer': '500mb', 'direction': 295, 'speed': 3}, {'layer': '450mb', 'direction': 280, 'speed': 4}, {'layer': '400mb', 'direction': 280, 'speed': 4}, {'layer': '350mb', 'direction': 285, 'speed': 3}, {'layer': '300mb', 'direction': 290, 'speed': 3}, {'layer': '250mb', 'direction': 290, 'speed': 4}, {'layer': '200mb', 'direction': 310, 'speed': 5}]",22,2,8,1024,none,0,0,65,2,Australia
26,81,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 5}, {'layer': '900mb', 'rh': 3}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 2}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 12}, {'layer': '450mb', 'rh': 5}, {'layer': '400mb', 'rh': 5}, {'layer': '350mb', 'rh': 4}, {'layer': '300mb', 'rh': 14}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 12}]","[{'layer': '950mb', 'direction': 135, 'speed': 2}, {'layer': '900mb', 'direction': 155, 'speed': 3}, {'layer': '850mb', 'direction': 170, 'speed': 4}, {'layer': '800mb', 'direction': 190, 'speed': 5}, {'layer': '750mb', 'direction': 215, 'speed': 4}, {'layer': '700mb', 'direction': 230, 'speed': 4}, {'layer': '650mb', 'direction': 235, 'speed': 3}, {'layer': '600mb', 'direction': 285, 'speed': 3}, {'layer': '550mb', 'direction': 315, 'speed': 4}, {'layer': '500mb', 'direction': 315, 'speed': 4}, {'layer': '450mb', 'direction': 285, 'speed': 3}, {'layer': '400mb', 'direction': 275, 'speed': 4}, {'layer': '350mb', 'direction': 265, 'speed': 3}, {'layer': '300mb', 'direction': 290, 'speed': 3}, {'layer': '250mb', 'direction': 295, 'speed': 4}, {'layer': '200mb', 'direction': 305, 'speed': 4}]",23,2,4,1024,none,0,0,115,2,Australia
27,84,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 3}, {'layer': '850mb', 'rh': 1}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 5}, {'layer': '350mb', 'rh': 4}, {'layer': '300mb', 'rh': 11}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 9}]","[{'layer': '950mb', 'direction': 140, 'speed': 2}, {'layer': '900mb', 'direction': 165, 'speed': 3}, {'layer': '850mb', 'direction': 170, 'speed': 4}, {'layer': '800mb', 'direction': 190, 'speed': 4}, {'layer': '750mb', 'direction': 215, 'speed': 4}, {'layer': '700mb', 'direction': 235, 'speed': 4}, {'layer': '650mb', 'direction': 240, 'speed': 3}, {'layer': '600mb', 'direction': 285, 'speed': 2}, {'layer': '550mb', 'direction': 315, 'speed': 3}, {'layer': '500mb', 'direction': 305, 'speed': 3}, {'layer': '450mb', 'direction': 290, 'speed': 3}, {'layer': '400mb', 'direction': 275, 'speed': 4}, {'layer': '350mb', 'direction': 270, 'speed': 3}, {'layer': '300mb', 'direction': 280, 'speed': 3}, {'layer': '250mb', 'direction': 295, 'speed': 3}, {'layer': '200mb', 'direction': 280, 'speed': 4}]",23,2,2,1024,none,0,0,115,2,Australia
28,87,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 2}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 8}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': 11}, {'layer': '400mb', 'rh': 6}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': 14}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': 140, 'speed': 2}, {'layer': '900mb', 'direction': 170, 'speed': 3}, {'layer': '850mb', 'direction': 180, 'speed': 4}, {'layer': '800mb', 'direction': 195, 'speed': 4}, {'layer': '750mb', 'direction': 230, 'speed': 4}, {'layer': '700mb', 'direction': 260, 'speed': 3}, {'layer': '650mb', 'direction': 265, 'speed': 3}, {'layer': '600mb', 'direction': 280, 'speed': 3}, {'layer': '550mb', 'direction': 305, 'speed': 2}, {'layer': '500mb', 'direction': 310, 'speed': 3}, {'layer': '450mb', 'direction': 290, 'speed': 3}, {'layer': '400mb', 'direction': 280, 'speed': 4}, {'layer': '350mb', 'direction': 270, 'speed': 4}, {'layer': '300mb', 'direction': 285, 'speed': 4}, {'layer': '250mb', 'direction': 290, 'speed': 3}, {'layer': '200mb', 'direction': 290, 'speed': 4}]",23,2,2,1022,none,0,0,110,2,Australia
29,90,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 2}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 8}, {'layer': '500mb', 'rh': 6}, {'layer': '450mb', 'rh': 13}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 13}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 165, 'speed': 2}, {'layer': '900mb', 'direction': 185, 'speed': 3}, {'layer': '850mb', 'direction': 190, 'speed': 4}, {'layer': '800mb', 'direction': 210, 'speed': 4}, {'layer': '750mb', 'direction': 245, 'speed': 3}, {'layer': '700mb', 'direction': 280, 'speed': 3}, {'layer': '650mb', 'direction': 300, 'speed': 3}, {'layer': '600mb', 'direction': 300, 'speed': 2}, {'layer': '550mb', 'direction': 285, 'speed': 2}, {'layer': '500mb', 'direction': 345, 'speed': 3}, {'layer': '450mb', 'direction': 345, 'speed': 3}, {'layer': '400mb', 'direction': 305, 'speed': 3}, {'layer': '350mb', 'direction': 295, 'speed': 3}, {'layer': '300mb', 'direction': 310, 'speed': 3}, {'layer': '250mb', 'direction': 300, 'speed': 3}, {'layer': '200mb', 'direction': 285, 'speed': 3}]",23,2,3,1022,none,0,0,130,2,Australia
30,93,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 5}, {'layer': '550mb', 'rh': 8}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': 12}, {'layer': '400mb', 'rh': 7}, {'layer': '350mb', 'rh': 9}, {'layer': '300mb', 'rh': 9}, {'layer': '250mb', 'rh': 8}, {'layer': '200mb', 'rh': 12}]","[{'layer': '950mb', 'direction': 210, 'speed': 2}, {'layer': '900mb', 'direction': 185, 'speed': 3}, {'layer': '850mb', 'direction': 195, 'speed': 3}, {'layer': '800mb', 'direction': 215, 'speed': 3}, {'layer': '750mb', 'direction': 255, 'speed': 3}, {'layer': '700mb', 'direction': 300, 'speed': 3}, {'layer': '650mb', 'direction': 320, 'speed': 3}, {'layer': '600mb', 'direction': 320, 'speed': 2}, {'layer': '550mb', 'direction': 300, 'speed': 2}, {'layer': '500mb', 'direction': 15, 'speed': 2}, {'layer': '450mb', 'direction': 340, 'speed': 3}, {'layer': '400mb', 'direction': 310, 'speed': 4}, {'layer': '350mb', 'direction': 330, 'speed': 3}, {'layer': '300mb', 'direction': 330, 'speed': 4}, {'layer': '250mb', 'direction': 285, 'speed': 3}, {'layer': '200mb', 'direction': 275, 'speed': 3}]",23,2,6,1022,none,0,0,190,2,Australia
31,96,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 0}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 5}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 10}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 3}, {'layer': '250mb', 'rh': 9}, {'layer': '200mb', 'rh': 14}]","[{'layer': '950mb', 'direction': 210, 'speed': 2}, {'layer': '900mb', 'direction': 195, 'speed': 3}, {'layer': '850mb', 'direction': 205, 'speed': 3}, {'layer': '800mb', 'direction': 235, 'speed': 3}, {'layer': '750mb', 'direction': 275, 'speed': 3}, {'layer': '700mb', 'direction': 320, 'speed': 2}, {'layer': '650mb', 'direction': 330, 'speed': 2}, {'layer': '600mb', 'direction': 320, 'speed': 2}, {'layer': '550mb', 'direction': 275, 'speed': 3}, {'layer': '500mb', 'direction': 325, 'speed': 2}, {'layer': '450mb', 'direction': 330, 'speed': 3}, {'layer': '400mb', 'direction': 335, 'speed': 4}, {'layer': '350mb', 'direction': 350, 'speed': 3}, {'layer': '300mb', 'direction': 0, 'speed': 3}, {'layer': '250mb', 'direction': 290, 'speed': 3}, {'layer': '200mb', 'direction': 280, 'speed': 3}]",23,2,6,1021,none,0,0,190,2,Australia
32,99,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 0}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 11}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 7}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': 9}, {'layer': '200mb', 'rh': 12}]","[{'layer': '950mb', 'direction': 210, 'speed': 3}, {'layer': '900mb', 'direction': 200, 'speed': 3}, {'layer': '850mb', 'direction': 210, 'speed': 3}, {'layer': '800mb', 'direction': 235, 'speed': 3}, {'layer': '750mb', 'direction': 165, 'speed': 1}, {'layer': '700mb', 'direction': 35, 'speed': 2}, {'layer': '650mb', 'direction': 345, 'speed': 2}, {'layer': '600mb', 'direction': 295, 'speed': 2}, {'layer': '550mb', 'direction': 290, 'speed': 3}, {'layer': '500mb', 'direction': 310, 'speed': 3}, {'layer': '450mb', 'direction': 325, 'speed': 4}, {'layer': '400mb', 'direction': 345, 'speed': 3}, {'layer': '350mb', 'direction': 5, 'speed': 3}, {'layer': '300mb', 'direction': 35, 'speed': 2}, {'layer': '250mb', 'direction': 270, 'speed': 2}, {'layer': '200mb', 'direction': 285, 'speed': 3}]",22,2,6,1020,none,0,0,215,2,Australia
33,102,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 0}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 5}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 10}, {'layer': '400mb', 'rh': 9}, {'layer': '350mb', 'rh': 11}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': 6}, {'layer': '200mb', 'rh': 10}]","[{'layer': '950mb', 'direction': 210, 'speed': 2}, {'layer': '900mb', 'direction': 200, 'speed': 3}, {'layer': '850mb', 'direction': 205, 'speed': 3}, {'layer': '800mb', 'direction': 220, 'speed': 3}, {'layer': '750mb', 'direction': 195, 'speed': 2}, {'layer': '700mb', 'direction': 95, 'speed': 2}, {'layer': '650mb', 'direction': 65, 'speed': 2}, {'layer': '600mb', 'direction': 305, 'speed': 2}, {'layer': '550mb', 'direction': 295, 'speed': 3}, {'layer': '500mb', 'direction': 290, 'speed': 2}, {'layer': '450mb', 'direction': 345, 'speed': 3}, {'layer': '400mb', 'direction': 25, 'speed': 4}, {'layer': '350mb', 'direction': 50, 'speed': 3}, {'layer': '300mb', 'direction': 130, 'speed': 2}, {'layer': '250mb', 'direction': 270, 'speed': 2}, {'layer': '200mb', 'direction': 285, 'speed': 3}]",22,2,5,1020,none,0,0,210,2,Australia
34,105,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 1}, {'layer': '900mb', 'rh': -1}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': 11}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 10}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': 9}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 5}, {'layer': '200mb', 'rh': 14}]","[{'layer': '950mb', 'direction': 205, 'speed': 3}, {'layer': '900mb', 'direction': 205, 'speed': 3}, {'layer': '850mb', 'direction': 215, 'speed': 3}, {'layer': '800mb', 'direction': 225, 'speed': 3}, {'layer': '750mb', 'direction': 220, 'speed': 3}, {'layer': '700mb', 'direction': 150, 'speed': 2}, {'layer': '650mb', 'direction': 140, 'speed': 2}, {'layer': '600mb', 'direction': 320, 'speed': 2}, {'layer': '550mb', 'direction': 340, 'speed': 2}, {'layer': '500mb', 'direction': 355, 'speed': 2}, {'layer': '450mb', 'direction': 5, 'speed': 3}, {'layer': '400mb', 'direction': 20, 'speed': 3}, {'layer': '350mb', 'direction': 95, 'speed': 3}, {'layer': '300mb', 'direction': 210, 'speed': 2}, {'layer': '250mb', 'direction': 270, 'speed': 2}, {'layer': '200mb', 'direction': 270, 'speed': 3}]",23,2,3,1020,none,0,0,165,2,Australia
35,108,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 1}, {'layer': '900mb', 'rh': -1}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 10}, {'layer': '400mb', 'rh': 9}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 11}, {'layer': '250mb', 'rh': 9}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': 180, 'speed': 3}, {'layer': '900mb', 'direction': 200, 'speed': 3}, {'layer': '850mb', 'direction': 220, 'speed': 3}, {'layer': '800mb', 'direction': 235, 'speed': 4}, {'layer': '750mb', 'direction': 235, 'speed': 3}, {'layer': '700mb', 'direction': 195, 'speed': 2}, {'layer': '650mb', 'direction': 190, 'speed': 2}, {'layer': '600mb', 'direction': 50, 'speed': 2}, {'layer': '550mb', 'direction': 45, 'speed': 2}, {'layer': '500mb', 'direction': 20, 'speed': 2}, {'layer': '450mb', 'direction': 65, 'speed': 3}, {'layer': '400mb', 'direction': 75, 'speed': 3}, {'layer': '350mb', 'direction': 135, 'speed': 2}, {'layer': '300mb', 'direction': 235, 'speed': 2}, {'layer': '250mb', 'direction': 265, 'speed': 3}, {'layer': '200mb', 'direction': 270, 'speed': 3}]",23,2,3,1018,none,0,0,160,2,Australia
